251,'SQL Ijection test',spbct_signature_test__sql,WAF_RULE,SQL_INJECTION,'2020-03-19 19:55:43',
255,'Exploit test',spbct_signature_test__exploit,WAF_RULE,EXPLOIT,'2020-03-20 01:07:59',
257,'XSS test',spbct_signature_test__xss,WAF_RULE,XSS,'2020-03-20 01:08:22',
261,SQL#1,'-\d\s?union',WAF_RULE,SQL_INJECTION,'2020-03-20 01:33:49',
263,sql#2,';\s?union',WAF_RULE,SQL_INJECTION,'2020-03-20 09:41:44',
267,'sql #4','pid=\d+\+union\+select\+0x5e2526,0x5e2526,0x5e2526,',WAF_RULE,SQL_INJECTION,'2020-03-20 09:42:34',
269,'exploit #1',(random.*)?action=update-plugin(.*random)?,WAF_RULE,EXPLOIT,'2020-03-20 09:43:00',
271,'sql #5',%20union%20select,WAF_RULE,SQL_INJECTION,'2020-03-23 14:37:51',
277,analysis_CRLF,fe1a2cc4d0c36895e1f9cd64881f3332,FILE,MALWARE,'2020-03-28 13:28:21',
279,analysis_CR,4febb0b966982b4e0421399794d38f37,FILE,MALWARE,'2020-03-28 13:28:28',
281,analysis_LF_UTF-8-BOM,b6bf145ed33bc194d5bc11899e303aeb,FILE,MALWARE,'2020-03-28 13:28:38',
283,analysis_LF,1fad2dbe508cbc3177d4769a040e6de6,FILE,MALWARE,'2020-03-28 13:28:45','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
285,malware.020322.1213,c3cffc6cc104c3f6773672baef87e246,FILE,MALWARE,'2020-03-30 20:29:44','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
307,malware.170322.1541,'#if\(\$_GET\[[''"]login[''"]\]==[''"]9a8xa[''"]\).{1,100}eval\("\\\$safedg = \$xsser;"\);}}#',CODE_PHP,MALWARE,'2020-04-03 11:09:12','{"cci":[{"objects":[{"code":"self"}],"action":{"delete":"true"}}]}'
315,jantys_backdoor#4,66c01b185bc6ffc11686837cd4ddd3c2,FILE,MALWARE,'2020-04-03 11:16:42',
329,malware.170322.1549.16050,29062338a3f65df483f5267c49cbda95,FILE,MALWARE,'2020-04-09 13:05:09','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
331,malware.020322.1212,7914d4e234039275cb400130bfe659c0,FILE,MALWARE,'2020-04-10 09:41:46','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
333,malware.170322.1551.16088,7914d4e234039275cb400130bfe659c0,FILE,MALWARE,'2020-04-10 09:41:54','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
335,malware.020322.1211,380fa777b8c37fb60811e5972391261b,FILE,MALWARE,'2020-04-10 16:38:32','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
337,malware.170322.1555.16140,380fa777b8c37fb60811e5972391261b,FILE,MALWARE,'2020-04-10 16:38:48','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
339,malware.170322.1731.16142,53d18d7b1bee359bb42dccc9025b4708,FILE,MALWARE,'2020-04-10 16:39:20','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
343,malware.020322.1210,7740b928deed28272391a3ecfa93dc8a,FILE,MALWARE,'2020-04-10 16:41:51','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
345,malware.170322.1735.16158,53d18d7b1bee359bb42dccc9025b4708,FILE,MALWARE,'2020-04-10 16:43:29','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
347,malware.020322.1209,4c61bf634cddb1d4eaf1b0d77152681d,FILE,MALWARE,'2020-04-10 17:13:21','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
349,malware.170322.1736.16164,4c61bf634cddb1d4eaf1b0d77152681d,FILE,MALWARE,'2020-04-10 17:13:43','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
351,malware.020322.1208,f0bd24e519f13844f7362debe6a16c1e,FILE,MALWARE,'2020-04-13 11:44:15','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
353,malware.020322.1207,10b93aa67f04909cfe9a723066f30437,FILE,MALWARE,'2020-04-13 11:44:50','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
355,malware.020322.1206,75712692b5ed5d3f62c74488a04acfbf,FILE,MALWARE,'2020-04-13 11:45:04','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
359,malware.020322.1205,8d90bab232385b5ecf0e1a339f9492e2,FILE,MALWARE,'2020-04-13 12:49:18','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
361,malware.020322.1204,449110a164c1631aac87015995de50f3,FILE,MALWARE,'2020-04-13 12:49:33','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
363,malware.020322.1203,2379203ccf51a4c12e5f93e0bb022f7f,FILE,MALWARE,'2020-04-13 12:51:17','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
367,stivenfernando_JS,'#<script.*?src=[''"]https?://ws\.stivenfernando\.com.*?[''"].*?>.*?</script>#',CODE_HTML,MALWARE,'2020-04-15 21:08:50','{"cci":[{"objects":[{"code":"self"}],"action":{"delete":"true"}}]}'
373,malware.020322.1202,9f69fb37b221e7b3fad0d3d3e454c738,FILE,MALWARE,'2020-04-16 10:33:16','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
375,malware.020322.1201,91b2def0ccf8b9e06eccdfe29051fa38,FILE,MALWARE,'2020-04-16 10:33:31','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
377,malware.020322.1200,0ab5d10b48cfaf162c648d3ef61fdda2,FILE,MALWARE,'2020-04-16 14:55:53','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
381,malware.020322.1168,05d649aaef61104c4069dd96bddab719,FILE,MALWARE,'2020-04-20 09:48:33','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
383,malware.020322.1167,775fadd54bf62c26644fc81321298d2d,FILE,MALWARE,'2020-04-20 09:51:03','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
385,malware.020322.1166,8406387639fbbf242deb24437c921182,FILE,MALWARE,'2020-04-20 09:51:18','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
387,malware.020322.1165,be9b36647232771c041bc0ac297a0939,FILE,MALWARE,'2020-04-25 22:55:09','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
389,malware.020322.1169,f6dc33dd7d395873cf18fad424ebe3a1,FILE,MALWARE,'2020-04-25 22:55:23','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
391,malware.020322.1164,29ba054c89dbcc21f25b97f6f5eeadc3,FILE,MALWARE,'2020-04-25 22:58:43','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
393,malware.020322.1163,312ff6cdf63ce5a7f0d7071dd95d3b93,FILE,MALWARE,'2020-04-25 22:58:58','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
399,malware.020322.1162,983ff2eb67a5ce9b2e4ce01c0e4bf6b5,FILE,MALWARE,'2020-04-25 23:03:11','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
401,malware.020322.1161,deec040c0bafdc466d7fb837810c9baa,FILE,MALWARE,'2020-04-25 23:06:17','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
403,malware.020322.1160,71ab41c88b941ec8a892402e40922877,FILE,MALWARE,'2020-04-25 23:06:30','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
407,malware.250322.1118.16889,b15f30d6116b86a2738e621275bcead1,FILE,MALWARE,'2020-04-27 12:34:02','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
409,malware.020322.1159,a003b6883a7682b5f713ff891df9d884,FILE,MALWARE,'2020-04-28 10:32:48','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
411,malware.020322.1158,d47feb61986b7eac315a5dc9163cdf71,FILE,MALWARE,'2020-04-30 10:34:17','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
413,malware.020322.1157,aac030080d3f1f0c6b8f83960d14a298,FILE,MALWARE,'2020-05-06 10:09:06','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
417,malware.020322.1156,f9a489d9366f04fd29953d1ed1c61b98,FILE,MALWARE,'2020-05-12 12:32:40','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
419,malware.020322.1155,58010a28ffd92f54c5bc4ec3661ee12f,FILE,MALWARE,'2020-05-12 12:42:06','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
423,malware.020322.1154,45f2f8b7213f15c7aa99498ef31ca5a3,FILE,MALWARE,'2020-05-12 12:42:53','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
425,malware.020322.1153,1c202c44934472ffa9d237a9fcd8ca60,FILE,MALWARE,'2020-05-12 12:43:05','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
435,malware.250322.1121.17810,'#\*\/\@\$var_add\(\$var_global\(''ZXZhbChnemluZmx.*l1RFlmNy8iKSkpOw==''\)\);\/\*#',CODE_PHP,MALWARE,'2020-05-28 16:46:31','{"cci":[{"objects":[{"code":"self"}],"action":{"delete":"true"}}]}'
441,malware.180322.1032.17828,3f60851c9f7e37c0d8817101d2212c68,FILE,MALWARE,'2020-05-28 16:51:41','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
443,malware.020322.1152,ff392c8c9aca7e4182ba6675d76d29d8,FILE,MALWARE,'2020-05-29 17:13:49','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
445,malware.020322.1151,5d0ae0a7027df869372f540f56adde3d,FILE,MALWARE,'2020-05-29 17:17:23','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
451,malware.020322.1150,eea4c241ba4812c4c1a23ce6cc65835d,FILE,MALWARE,'2020-06-10 13:29:51','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
459,malware.020322.1149,d8147fb641c7691cf4b4d5bc62dca2d4,FILE,MALWARE,'2020-06-11 11:05:58','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
461,malware.020322.1148,367674c2f76d2991e64227f276224b6a,FILE,MALWARE,'2020-06-11 11:06:08','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
463,malware.020322.1147,e1864b338e1e49009f4988786e31f176,FILE,MALWARE,'2020-06-11 11:06:22','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
465,malware.020322.1146,e95a8d26b18655072d0cbd18ab90f35c,FILE,MALWARE,'2020-06-11 11:06:31','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
467,malware.020322.1145,3c57b26a08c228567a7446da1775a1d2,FILE,MALWARE,'2020-06-11 11:06:41','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
471,malware.020322.1144,dd32db1a85d7bd3134bf91fa8776adb4,FILE,MALWARE,'2020-06-11 11:07:14','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
473,malware.020322.1143,9f62fb9d414772f2366b37f3190bf71d,FILE,MALWARE,'2020-06-11 11:08:24','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
475,malware.020322.1142,35484840a111dcc8d7f7ee5b96feefea,FILE,MALWARE,'2020-06-11 11:08:31','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
477,malware.020322.1141,25ab371176b703ee107995dde6f37a4f,FILE,MALWARE,'2020-06-11 11:08:38','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
515,malware.020322.1140,8b92344e3c048fa70f9b8448d4f422d0,FILE,MALWARE,'2020-06-25 10:24:06','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
519,malware.180322.1518.18860,'#\[36\]\.\$c1a246e\[''cafffff8''\].*\$c1a246e\[''cafffff8''\]\[94\]\]\);}exit\(\);}}#',CODE_PHP,MALWARE,'2020-06-25 10:27:12','{"cci":[{"objects":[{"code":"self"}],"action":{"delete":"true"}}]}'
521,malware.020322.1139,13989de957640eb8d57a67b7fdd60b27,FILE,MALWARE,'2020-06-25 10:32:22','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
523,malware.020322.1138,3163803c53a9bfde74633ae45f134006,FILE,MALWARE,'2020-06-25 10:32:56','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
525,malware.020322.1137,183e58e47693f4f425d377b50632a2ac,FILE,MALWARE,'2020-06-25 10:35:00','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
531,malware.020322.1136,ad89f86ba59ad57423400565db14b588,FILE,MALWARE,'2020-06-25 10:36:31','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
533,malware.020322.1135,c5b6acd20983d5eaa1b9a4ce77d16c7c,FILE,MALWARE,'2020-06-26 12:04:31','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
537,malware.020322.1134,9f2fec47009bf2ae00e8e8fe578b4ae3,FILE,MALWARE,'2020-06-26 12:09:43','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
539,malware.020322.1133,3f60851c9f7e37c0d8817101d2212c68,FILE,MALWARE,'2020-06-26 12:09:52','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
545,malware.020322.1132,c05f0e35c172562046fb2dbe36a49553,FILE,MALWARE,'2020-06-26 12:11:04','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
553,malware.020322.1131,bd1387ad5c3d196bfba041446cd27c0b,FILE,MALWARE,'2020-06-29 09:59:56','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
557,malware.020322.1130,456a892644c921ab4a09902d43c088dd,FILE,MALWARE,'2020-07-02 10:49:04','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
559,malware.020322.1129,31fa1b269af9806b510a1404b1a03b36,FILE,MALWARE,'2020-07-02 10:49:17','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
560,malware.020322.1128,57d08c22416bb7286fd2e555bdd2fb80,FILE,MALWARE,'2020-07-04 22:38:38','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
562,malware.020322.1127,fee40853aa239a3d9cc4fe8ea7a6cb52,FILE,MALWARE,'2020-07-06 09:25:38','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
564,malware.020322.1126,50c848f59a205f361bed64fd837b039b,FILE,MALWARE,'2020-07-06 09:25:52','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
566,malware.020322.1125,02dab1f1230b3f79b2000b9b174e7c47,FILE,MALWARE,'2020-07-06 09:26:04','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
568,malware.020322.1124,da97b4d3cf15901eb9755fdc01aa7c13,FILE,MALWARE,'2020-07-06 09:26:16','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
570,malware.020322.1123,2a820ebd16b59b4f3d6aadc3b2c839bc,FILE,MALWARE,'2020-07-06 09:26:33','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
572,malware.020322.1122,80ba30b08af921e7c3f3916a1066638e,FILE,MALWARE,'2020-07-06 09:26:44','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
574,malware.020322.1121,e5f157860e9069728b42c101474a7954,FILE,MALWARE,'2020-07-06 09:26:51','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
576,malware.020322.1120,52d2bbdb001df887aadfc5e47adc7bf6,FILE,MALWARE,'2020-07-06 09:26:59','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
578,malware.020322.1119,d8088d7786d6b0ce2a2987c30bbe7e96,FILE,MALWARE,'2020-07-06 09:27:07','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
580,malware.020322.1118,be53ec8d1c4e8c0937c7b75cc6d4e9f8,FILE,MALWARE,'2020-07-06 09:27:19','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
582,malware.020322.1117,8605ed6600749d826a3316d2d7d84d2f,FILE,MALWARE,'2020-07-06 09:27:25','{"cci":[{"objects":[{"file":"self"}],"action":{"delete":"true"}}]}'
